ticker,security_name,listing_exchange,market_category,is_etf,is_test_issue,financial_status,cqs_symbol,nasdaq_symbol,is_nextshares
ALIT,"Alight, Inc. Class A Common Stock",N, ,N,N,,ALIT,ALIT,N
ALK,"Alaska Air Group, Inc. Common Stock",N, ,N,N,,ALK,ALK,N
ALKS,Alkermes plc - Ordinary Shares,Q,Q,N,N,N,,ALKS,N
ALKT,"Alkami Technology, Inc. - Common Stock",Q,Q,N,N,N,,ALKT,N
ALL,Allstate Corporation (The) Common Stock,N, ,N,N,,ALL,ALL,N
ALLE,Allegion plc Ordinary Shares,N, ,N,N,,ALLE,ALLE,N
ALLO,"Allogene Therapeutics, Inc. - Common Stock",Q,Q,N,N,N,,ALLO,N
ALLR,"Allarity Therapeutics, Inc. - Common stock",Q,S,N,N,N,,ALLR,N
ALLT,Allot Ltd. - Ordinary Shares,Q,Q,N,N,N,,ALLT,N
ALLY,Ally Financial Inc. Common Stock,N, ,N,N,,ALLY,ALLY,N
ALM,Almonty Industries Inc. - Common Shares,Q,S,N,N,N,,ALM,N
ALMR,"Alamar Biosciences, Inc. - Class A common stock",Q,Q,N,N,N,,ALMR,N
ALMS,Alumis Inc. - Common Stock,Q,Q,N,N,N,,ALMS,N
ALMU,"Aeluma, Inc. - Common Stock",Q,S,N,N,N,,ALMU,N
ALNT,Allient Inc. - Common Stock,Q,G,N,N,N,,ALNT,N
ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",Q,Q,N,N,N,,ALNY,N
ALOT,"AstroNova, Inc. - Common Stock",Q,G,N,N,N,,ALOT,N
ALOV,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Class A Ordinary Shares",Q,G,N,N,N,,ALOV,N
ALOVU,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Units",Q,G,N,N,N,,ALOVU,N
ALOVW,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Warrants",Q,G,N,N,N,,ALOVW,N
ALOY,REalloys Inc. - Common Stock,Q,S,N,N,N,,ALOY,N
ALP,Alpha Compute Corp  - Common Stock,Q,S,N,N,D,,ALP,N
ALPS,ALPS Group Inc - Ordinary Share,Q,G,N,N,D,,ALPS,N
ALRM,"Alarm.com Holdings, Inc. - Common Stock",Q,Q,N,N,N,,ALRM,N
ALRS,Alerus Financial Corporation - Common Stock,Q,S,N,N,N,,ALRS,N
ALSN,"Allison Transmission Holdings, Inc. Common Stock",N, ,N,N,,ALSN,ALSN,N
ALT,"Altimmune, Inc. - Common Stock",Q,G,N,N,N,,ALT,N
ALTG,Alta Equipment Group Inc. Class A Common Stock,N, ,N,N,,ALTG,ALTG,N
ALTI,"AlTi Global, Inc. - Class A Common Stock",Q,S,N,N,N,,ALTI,N
ALTO,"Alto Ingredients, Inc. - Common Stock",Q,S,N,N,N,,ALTO,N
ALUB,Alussa Energy Acquisition Corp. II Class A Ordinary Shares,N, ,N,N,,ALUB,ALUB,N
ALUB-U,"Alussa Energy Acquisition Corp. II Units, each consisting of one Class A ordinary share and one-third of one redeemable warrant",N, ,N,N,,ALUB.U,ALUB=,N
ALUB-W,"Alussa Energy Acquisition Corp. II Redeemable Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",N, ,N,N,,ALUB.WS,ALUB+,N
ALV,"Autoliv, Inc. Common Stock",N, ,N,N,,ALV,ALV,N
ALVO,Alvotech - Ordinary Shares,Q,G,N,N,N,,ALVO,N
ALVOW,Alvotech - Warrant,Q,G,N,N,N,,ALVOW,N
ALX,"Alexander's, Inc. Common Stock",N, ,N,N,,ALX,ALX,N
ALXO,ALX Oncology Holdings Inc. - Common Stock,Q,Q,N,N,N,,ALXO,N
ALZN,"Alzamend Neuro, Inc. - Common Stock",Q,S,N,N,D,,ALZN,N
AM,Antero Midstream Corporation Common Stock,N, ,N,N,,AM,AM,N
AMAL,Amalgamated Financial Corp. - Common Stock,Q,G,N,N,N,,AMAL,N
AMAN,Amanat Acquisition Corp - Class A Ordinary Shares,Q,S,N,N,N,,AMAN,N
AMAT,"Applied Materials, Inc. - Common Stock",Q,Q,N,N,N,,AMAT,N
AMBA,"Ambarella, Inc. - Ordinary Shares",Q,Q,N,N,N,,AMBA,N
AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),A, ,N,N,,AMBO,AMBO,N
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,N, ,N,N,,AMBP,AMBP,N
AMBQ,"Ambiq Micro, Inc. Common Stock",N, ,N,N,,AMBQ,AMBQ,N
AMBR,Amber International Holding Limited - American Depositary Shares,Q,G,N,N,N,,AMBR,N
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",N, ,N,N,,AMC,AMC,N
AMCI,AMC Robotics Corporation - Common Stock,Q,S,N,N,N,,AMCI,N
AMCR,Amcor plc Ordinary Shares,N, ,N,N,,AMCR,AMCR,N
AMCX,AMC Global Media Inc. - Class A Common Stock,Q,Q,N,N,N,,AMCX,N
AMD,"Advanced Micro Devices, Inc. - Common Stock",Q,Q,N,N,N,,AMD,N
AME,"AMETEK, Inc.",N, ,N,N,,AME,AME,N
AMG,"Affiliated Managers Group, Inc. Common Stock",N, ,N,N,,AMG,AMG,N
AMGN,Amgen Inc. - Common Stock,Q,Q,N,N,N,,AMGN,N
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,N, ,N,N,,AMH,AMH,N
AMIX,"Autonomix Medical, Inc. - Common Stock",Q,S,N,N,D,,AMIX,N
AMKR,"Amkor Technology, Inc. - Common Stock",Q,Q,N,N,N,,AMKR,N
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",Q,Q,N,N,N,,AMLX,N
AMN,AMN Healthcare Services Inc,N, ,N,N,,AMN,AMN,N
AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",Q,S,N,N,D,,AMOD,N
AMODW,"Alpha Modus Holdings, Inc. - Warrant",Q,S,N,N,D,,AMODW,N
AMP,"Ameriprise Financial, Inc. Common Stock",N, ,N,N,,AMP,AMP,N
AMPG,"Amplitech Group, Inc. - Common Stock",Q,S,N,N,N,,AMPG,N
AMPGR,"Amplitech Group, Inc. - Series A Right",Q,S,N,N,N,,AMPGR,N
AMPGZ,"Amplitech Group, Inc. - Series B Right",Q,S,N,N,N,,AMPGZ,N
AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",Q,Q,N,N,N,,AMPH,N
AMPL,"Amplitude, Inc. - Class A Common Stock",Q,S,N,N,N,,AMPL,N
AMPX,"Amprius Technologies, Inc. Common Stock",N, ,N,N,,AMPX,AMPX,N
AMPX-W,"Amprius Technologies, Inc. Warrants to purchase one share of Common Stock at an exercise price of $11.50 per share",N, ,N,N,,AMPX.WS,AMPX+,N
AMPY,Amplify Energy Corp. Common Stock,N, ,N,N,,AMPY,AMPY,N
AMR,"Alpha Metallurgical Resources, Inc. Common Stock",N, ,N,N,,AMR,AMR,N
AMRC,"Ameresco, Inc. Class A Common Stock",N, ,N,N,,AMRC,AMRC,N
AMRN,Amarin Corporation plc - American Depositary Shares,Q,S,N,N,N,,AMRN,N
AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",Q,Q,N,N,N,,AMRX,N
AMRZ,Amrize Ltd Ordinary Shares,N, ,N,N,,AMRZ,AMRZ,N
AMS,American Shared Hospital Services Common Stock,A, ,N,N,,AMS,AMS,N
AMSC,American Superconductor Corporation - Common Stock,Q,Q,N,N,N,,AMSC,N
AMSF,"AMERISAFE, Inc. - Common Stock",Q,Q,N,N,N,,AMSF,N
AMSS,AMASS Brands Inc. - Common Stock,Q,G,N,N,N,,AMSS,N
AMST,Amesite Inc. - Common Stock,Q,S,N,N,N,,AMST,N
AMT,American Tower Corporation (REIT) Common Stock,N, ,N,N,,AMT,AMT,N
AMTB,Amerant Bancorp Inc. Class A Common Stock,N, ,N,N,,AMTB,AMTB,N
AMTD,"AMTD IDEA Group American Depositary Shares, each representing six (6) Class A Ordinary Shares",N, ,N,N,,AMTD,AMTD,N
AMTM,"Amentum Holdings, Inc. Common Stock",N, ,N,N,,AMTM,AMTM,N
AMTX,"Aemetis, Inc - Common Stock",Q,G,N,N,N,,AMTX,N
AMUB,"ETRACS Alerian MLP Index ETN Series B due July 18, 2042",P, ,N,N,,AMUB,AMUB,N
AMWL,American Well Corporation Class A Common Stock,N, ,N,N,,AMWL,AMWL,N
AMX,"America Movil, S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares",N, ,N,N,,AMX,AMX,N
AMZE,"Amaze Holdings, Inc. Common Stock",A, ,N,N,,AMZE,AMZE,N
AMZN,"Amazon.com, Inc. - Common Stock",Q,Q,N,N,N,,AMZN,N
AN,"AutoNation, Inc. Common Stock",N, ,N,N,,AN,AN,N
ANAB,"AnaptysBio, Inc. - Common Stock",Q,Q,N,N,N,,ANAB,N
ANDE,"The Andersons, Inc. - Common Stock",Q,Q,N,N,N,,ANDE,N
ANDG,Andersen Group Inc. Class A Common Stock,N, ,N,N,,ANDG,ANDG,N
ANET,"Arista Networks, Inc. Common Stock",N, ,N,N,,ANET,ANET,N
ANF,Abercrombie & Fitch Company Common Stock,N, ,N,N,,ANF,ANF,N
ANGH,Anghami Inc. - Ordinary Shares,Q,S,N,N,N,,ANGH,N
ANGHW,Anghami Inc. - Warrants,Q,S,N,N,N,,ANGHW,N
ANGI,Angi Inc. - Class A Common Stock,Q,Q,N,N,N,,ANGI,N
ANGO,"AngioDynamics, Inc. - Common Stock",Q,Q,N,N,N,,ANGO,N
ANGX,"Angel Studios, Inc. Class A Common Stock",N, ,N,N,,ANGX,ANGX,N
ANIK,Anika Therapeutics Inc. - Common Stock,Q,Q,N,N,N,,ANIK,N
ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",Q,G,N,N,N,,ANIP,N
ANIX,"Anixa Biosciences, Inc. - Common Stock",Q,S,N,N,N,,ANIX,N
ANL,Adlai Nortye Ltd. - American Depositary Shares,Q,G,N,N,N,,ANL,N
ANNA,"AleAnna, Inc. - Class A Common Stock",Q,S,N,N,N,,ANNA,N
ANNAW,"AleAnna, Inc. - Warrant",Q,S,N,N,N,,ANNAW,N
ANNX,"Annexon, Inc. - common stock",Q,Q,N,N,N,,ANNX,N
ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,Q,S,N,N,N,,ANPA,N
ANRO,"Alto Neuroscience, Inc. Common Stock",N, ,N,N,,ANRO,ANRO,N
ANSC,Agriculture & Natural Solutions Acquisition Corporation - Class A Ordinary Shares,Q,G,N,N,N,,ANSC,N
ANSCU,Agriculture & Natural Solutions Acquisition Corporation - Unit,Q,G,N,N,N,,ANSCU,N
ANSCW,Agriculture & Natural Solutions Acquisition Corporation - Warrant,Q,G,N,N,N,,ANSCW,N
ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,Q,G,N,N,N,,ANTA,N
ANTX,"AN2 Therapeutics, Inc. - Common Stock",Q,Q,N,N,N,,ANTX,N
ANVS,"Annovis Bio, Inc. Common Stock",N, ,N,N,,ANVS,ANVS,N
ANY,Sphere 3D Corp. - Common Shares,Q,S,N,N,N,,ANY,N
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,N, ,N,N,,AOD,AOD,N
AOMD,"Angel Oak Mortgage REIT, Inc. 9.750% Senior Notes due 2030",N, ,N,N,,AOMD,AOMD,N
AOMN,"Angel Oak Mortgage REIT, Inc. 9.500% Senior Notes due 2029",N, ,N,N,,AOMN,AOMN,N
AOMR,"Angel Oak Mortgage REIT, Inc. Common Stock",N, ,N,N,,AOMR,AOMR,N
AON,Aon plc Class A Ordinary Shares (Ireland),N, ,N,N,,AON,AON,N
AORT,"Artivion, Inc. Common Stock",N, ,N,N,,AORT,AORT,N
AOS,A.O. Smith Corporation Common Stock,N, ,N,N,,AOS,AOS,N
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,Q,Q,N,N,N,,AOSL,N
AOUT,"American Outdoor Brands, Inc. - Common Stock",Q,Q,N,N,N,,AOUT,N
AP,Ampco-Pittsburgh Corporation Common Stock,N, ,N,N,,AP,AP,N
APA,APA Corporation - Common Stock,Q,Q,N,N,N,,APA,N
APAC,StoneBridge Acquisition II Corporation - Class A Ordinary Shares,Q,S,N,N,N,,APAC,N
APACR,StoneBridge Acquisition II Corporation - Rights,Q,S,N,N,N,,APACR,N
APACU,StoneBridge Acquisition II Corporation - Units,Q,S,N,N,N,,APACU,N
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,N, ,N,N,,APAM,APAM,N
APC,ARKO Petroleum Corp. - Class A Common Stock,Q,S,N,N,N,,APC,N
APD,"Air Products and Chemicals, Inc. Common Stock",N, ,N,N,,APD,APD,N
APEI,"American Public Education, Inc. - Common Stock",Q,Q,N,N,N,,APEI,N
APG,APi Group Corporation Common Stock,N, ,N,N,,APG,APG,N
APGE,"Apogee Therapeutics, Inc. - Common Stock",Q,G,N,N,N,,APGE,N
APH,Amphenol Corporation Common Stock,N, ,N,N,,APH,APH,N
API,"Agora, Inc. - ADS",Q,Q,N,N,N,,API,N
APLD,Applied Digital Corporation - Common Stock,Q,Q,N,N,N,,APLD,N
APLE,"Apple Hospitality REIT, Inc. Common Shares",N, ,N,N,,APLE,APLE,N
APLM,Apollomics Inc. - Class A Ordinary Shares,Q,S,N,N,N,,APLM,N
APLMW,Apollomics Inc. - Warrant,Q,S,N,N,N,,APLMW,N
APM,Aptorum Group Limited - Class A Ordinary Shares,Q,S,N,N,D,,APM,N
APMCU,AmperCap Acquisition Company - Unit,Q,G,N,N,N,,APMCU,N
APO,"Apollo Global Management, Inc. (New) Common Stock",N, ,N,N,,APO,APO,N
APOG,"Apogee Enterprises, Inc. - Common Stock",Q,Q,N,N,N,,APOG,N
APOS,"Apollo Global Management, Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053",N, ,N,N,,APOS,APOS,N
APP,Applovin Corporation - Class A Common Stock,Q,Q,N,N,N,,APP,N
APPF,"AppFolio, Inc. - Class A Common Stock",Q,G,N,N,N,,APPF,N
APPN,Appian Corporation - Class A Common Stock,Q,G,N,N,N,,APPN,N
APPS,"Digital Turbine, Inc. - Common Stock",Q,S,N,N,N,,APPS,N
APRE,"Aprea Therapeutics, Inc. - Common Stock",Q,S,N,N,D,,APRE,N
APT,"Alpha Pro Tech, Ltd. Common Stock",A, ,N,N,,APT,APT,N
APTV,Aptiv PLC Ordinary Shares,N, ,N,N,,APTV,APTV,N
APURU,Aperture AC - Units,Q,S,N,N,N,,APURU,N
APUS,"Apimeds Pharmaceuticals US, Inc. Common Stock",A, ,N,N,,APUS,APUS,N
APVO,Aptevo Therapeutics Inc. - Common Stock,Q,S,N,N,N,,APVO,N
APWC,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",Q,S,N,N,N,,APWC,N
APXT,Apex Treasury Corporation - Class A Ordinary Share,Q,G,N,N,N,,APXT,N
APXTU,Apex Treasury Corporation - Units,Q,G,N,N,N,,APXTU,N
APXTW,Apex Treasury Corporation - Warrants,Q,G,N,N,N,,APXTW,N
APYX,Apyx Medical Corporation - Common Stock,Q,Q,N,N,N,,APYX,N
AQB,"AquaBounty Technologies, Inc. - Common Stock",Q,S,N,N,N,,AQB,N
AQMS,"Aqua Metals, Inc. - Common Stock",Q,S,N,N,N,,AQMS,N
AQN,Algonquin Power & Utilities Corp. Common Shares,N, ,N,N,,AQN,AQN,N
AQNB,"Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1, 2079",N, ,N,N,,AQNB,AQNB,N
AQST,"Aquestive Therapeutics, Inc. - Common Stock",Q,G,N,N,N,,AQST,N
AR,Antero Resources Corporation Common Stock,N, ,N,N,,AR,AR,N
ARAI,Arrive AI Inc. - Common Stock,Q,G,N,N,D,,ARAI,N
ARAY,Accuray Incorporated - Common Stock,Q,Q,N,N,D,,ARAY,N
ARBB,ARB IOT Group Limited - Ordinary Shares,Q,S,N,N,N,,ARBB,N
ARBE,Arbe Robotics Ltd. - Ordinary Shares,Q,S,N,N,D,,ARBE,N
ARBEW,Arbe Robotics Ltd. - Warrant,Q,S,N,N,N,,ARBEW,N
ARBK,Argo Blockchain plc - American Depositary Shares,Q,S,N,N,N,,ARBK,N
ARCB,ArcBest Corporation - Common Stock,Q,Q,N,N,N,,ARCB,N
ARCC,Ares Capital Corporation - Closed End Fund,Q,Q,N,N,N,,ARCC,N
ARCI,Archimedes Tech SPAC Partners III Co. - Ordinary Share,Q,G,N,N,N,,ARCI,N
ARCIU,Archimedes Tech SPAC Partners III Co. - Unit,Q,G,N,N,N,,ARCIU,N
ARCIW,Archimedes Tech SPAC Partners III Co. - Warrant,Q,G,N,N,N,,ARCIW,N
ARCL,ARC Group Acquisition I Corp - Class A Ordinary Shares,Q,G,N,N,N,,ARCL,N
ARCLR,ARC Group Acquisition I Corp - Right,Q,G,N,N,N,,ARCLR,N
ARCLU,ARC Group Acquisition I Corp - Unit,Q,G,N,N,N,,ARCLU,N
ARCLW,ARC Group Acquisition I Corp - Warrants,Q,G,N,N,N,,ARCLW,N
ARCO,Arcos Dorados Holdings Inc. Class A Shares,N, ,N,N,,ARCO,ARCO,N
ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,Q,G,N,N,N,,ARCT,N
ARDC,"Ares Dynamic Credit Allocation Fund, Inc. Common Shares",N, ,N,N,,ARDC,ARDC,N
ARDT,"Ardent Health, Inc. Common Stock",N, ,N,N,,ARDT,ARDT,N
ARDX,"Ardelyx, Inc. - Common Stock",Q,G,N,N,N,,ARDX,N
ARE,"Alexandria Real Estate Equities, Inc. Common Stock",N, ,N,N,,ARE,ARE,N
AREC,American Resources Corporation - Class A Common Stock,Q,S,N,N,E,,AREC,N
AREN,"The Arena Group Holdings, Inc. Common Stock",A, ,N,N,,AREN,AREN,N
ARES,Ares Management Corporation Class A Common Stock,N, ,N,N,,ARES,ARES,N
ARGX,argenx SE - American Depositary Shares,Q,Q,N,N,N,,ARGX,N
ARHS,"Arhaus, Inc. - Class A Common Stock",Q,Q,N,N,N,,ARHS,N
ARI,"Apollo Commercial Real Estate Finance, Inc",N, ,N,N,,ARI,ARI,N
ARIS,Aris Mining Corporation Common Shares,N, ,N,N,,ARIS,ARIS,N
ARKO,ARKO Corp. - Common Stock,Q,S,N,N,N,,ARKO,N
ARKR,Ark Restaurants Corp. - Common Stock,Q,G,N,N,N,,ARKR,N
ARL,"American Realty Investors, Inc. Common Stock",N, ,N,N,,ARL,ARL,N
ARLO,"Arlo Technologies, Inc. Common Stock",N, ,N,N,,ARLO,ARLO,N
ARLP,"Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests",Q,Q,N,N,N,,ARLP,N
ARM,Arm Holdings plc - American Depositary Shares,Q,Q,N,N,N,,ARM,N
ARMK,Aramark Common Stock,N, ,N,N,,ARMK,ARMK,N
ARMP,"Armata Pharmaceuticals, Inc. Common Stock",A, ,N,N,,ARMP,ARMP,N
AROC,"Archrock, Inc. Common Stock",N, ,N,N,,AROC,AROC,N
AROW,Arrow Financial Corporation - Common Stock,Q,Q,N,N,N,,AROW,N
ARQ,"Arq, Inc. - Common Stock",Q,G,N,N,N,,ARQ,N
ARQQ,Arqit Quantum Inc. - Ordinary Shares,Q,S,N,N,N,,ARQQ,N
ARQQW,Arqit Quantum Inc. - Warrants,Q,S,N,N,N,,ARQQW,N
ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",Q,Q,N,N,N,,ARQT,N
ARR,"ARMOUR Residential REIT, Inc.",N, ,N,N,,ARR,ARR,N
ARRY,"Array Technologies, Inc. - Common Stock",Q,G,N,N,N,,ARRY,N
ARTC,Art Technology Acquisition Corp. - Class A Ordinary Shares,Q,G,N,N,N,,ARTC,N
ARTCU,Art Technology Acquisition Corp. - Units,Q,G,N,N,N,,ARTCU,N
ARTCW,Art Technology Acquisition Corp. - Warrants,Q,G,N,N,N,,ARTCW,N
ARTL,"Artelo Biosciences, Inc. - Common Stock",Q,S,N,N,N,,ARTL,N
ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,Q,Q,N,N,N,,ARTNA,N
ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",Q,G,N,N,N,,ARTV,N
ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",Q,S,N,N,N,,ARTW,N
ARVN,"Arvinas, Inc. - Common Stock",Q,Q,N,N,N,,ARVN,N
ARW,"Arrow Electronics, Inc. Common Stock",N, ,N,N,,ARW,ARW,N
ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",Q,Q,N,N,N,,ARWR,N
ARX,Accelerant Holdings Class A Common Shares,N, ,N,N,,ARX,ARX,N
ARXS,"Arxis, Inc. - Class A Common Stock",Q,Q,N,N,N,,ARXS,N
AS,"Amer Sports, Inc. Ordinary Shares",N, ,N,N,,AS,AS,N
ASA,ASA  Gold and Precious Metals Limited,N, ,N,N,,ASA,ASA,N
ASAN,"Asana, Inc. Class A Common Stock",N, ,N,N,,ASAN,ASAN,N
ASB,Associated Banc-Corp Common Stock,N, ,N,N,,ASB,ASB,N
ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,N, ,N,N,,ASBA,ASBA,N
ASBP,"Aspire Biopharma Holdings, Inc.  - Common Stock",Q,S,N,N,N,,ASBP,N
ASBPW,"Aspire Biopharma Holdings, Inc.  - Warrant",Q,S,N,N,N,,ASBPW,N
ASC,Ardmore Shipping Corporation Common Stock,N, ,N,N,,ASC,ASC,N
ASG,"Liberty All-Star Growth Fund, Inc.",N, ,N,N,,ASG,ASG,N
ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,N, ,N,N,,ASGI,ASGI,N
ASH,Ashland Inc. Common Stock,N, ,N,N,,ASH,ASH,N
ASIC,Ategrity Specialty Insurance Company Holdings Common Stock,N, ,N,N,,ASIC,ASIC,N
ASIX,AdvanSix Inc. Common Stock ,N, ,N,N,,ASIX,ASIX,N
ASLE,AerSale Corporation - Common Stock,Q,S,N,N,N,,ASLE,N
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),A, ,N,N,,ASM,ASM,N
ASMB,"Assembly Biosciences, Inc. - Common Stock",Q,Q,N,N,N,,ASMB,N
ASML,ASML Holding N.V. - New York Registry Shares,Q,Q,N,N,N,,ASML,N
ASND,Ascendis Pharma A/S - Ordinary Share,Q,Q,N,N,N,,ASND,N
ASO,"Academy Sports and Outdoors, Inc. - Common Stock",Q,Q,N,N,N,,ASO,N
ASPC,A SPAC III Acquisition Corp. - Class A Ordinary Shares,Q,S,N,N,D,,ASPC,N
ASPCR,A SPAC III Acquisition Corp. - Right,Q,S,N,N,D,,ASPCR,N
ASPCU,A SPAC III Acquisition Corp. - Unit,Q,S,N,N,D,,ASPCU,N
ASPI,ASP Isotopes Inc. - Common Stock,Q,S,N,N,N,,ASPI,N
ASPN,"Aspen Aerogels, Inc. Common Stock",N, ,N,N,,ASPN,ASPN,N
ASPS,Altisource Portfolio Solutions S.A. - Common Stock,Q,Q,N,N,N,,ASPS,N
ASPSW,Altisource Portfolio Solutions S.A. - Net Settle Stakeholder Warrants,Q,Q,N,N,N,,ASPSW,N
ASPSZ,Altisource Portfolio Solutions S.A. - Cash Exercise Stakeholder Warrants,Q,Q,N,N,N,,ASPSZ,N
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",N, ,N,N,,ASR,ASR,N
ASRT,"Assertio Holdings, Inc. - Common Stock",Q,S,N,N,N,,ASRT,N
ASRV,AmeriServ Financial Inc. - Common Stock,Q,G,N,N,N,,ASRV,N
ASST,"Strive, Inc. - Class A Common Stock",Q,G,N,N,N,,ASST,N
ASTC,Astrotech Corporation - Common Stock,Q,S,N,N,N,,ASTC,N
ASTE,"Astec Industries, Inc. - Common Stock",Q,Q,N,N,N,,ASTE,N
ASTH,Astrana Health Inc. - Common Stock,Q,S,N,N,N,,ASTH,N
ASTI,"Ascent Solar Technologies, Inc - Common Stock",Q,S,N,N,N,,ASTI,N
ASTL,Algoma Steel Group Inc. - Common Shares,Q,G,N,N,N,,ASTL,N
ASTLW,Algoma Steel Group Inc. - Warrant,Q,G,N,N,N,,ASTLW,N
ASTS,"AST SpaceMobile, Inc. - Class A Common Stock",Q,Q,N,N,N,,ASTS,N
ASUR,Asure Software Inc - Common Stock,Q,S,N,N,N,,ASUR,N
ASX,"ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares) ",N, ,N,N,,ASX,ASX,N
ASYS,"Amtech Systems, Inc. - Common Stock",Q,Q,N,N,N,,ASYS,N
ATAI,AtaiBeckley Inc. - Common Stock,Q,G,N,N,N,,ATAI,N
ATAT,Atour Lifestyle Holdings Limited - American Depositary Shares,Q,Q,N,N,N,,ATAT,N
ATCH,"AtlasClear Holdings, Inc. Common Stock",A, ,N,N,,ATCH,ATCH,N
ATCX,Atlas Critical Minerals Corporation - Common Stock,Q,S,N,N,N,,ATCX,N
ATEC,"Alphatec Holdings, Inc. - Common Stock",Q,Q,N,N,N,,ATEC,N
ATEN,"A10 Networks, Inc. Common Stock",N, ,N,N,,ATEN,ATEN,N
ATER,"Aterian, Inc. - Common Stock",Q,S,N,N,N,,ATER,N
ATEX,Anterix Inc. - Common Stock,Q,S,N,N,N,,ATEX,N
ATGL,Alpha Technology Group Limited - Class A Ordinary Shares,Q,S,N,N,N,,ATGL,N
ATHE,Alterity Therapeutics Limited - American Depositary Shares,Q,S,N,N,N,,ATHE,N
ATHM,"Autohome Inc. American Depositary Shares, each representing four class A ordinary shares.",N, ,N,N,,ATHM,ATHM,N
ATHR,"Aether Holdings, Inc. - Common Stock",Q,S,N,N,N,,ATHR,N
ATHS,Athene Holding Ltd. 7.250% Fixed-Rate Reset Junior Subordinated Debentures due 2064,N, ,N,N,,ATHS,ATHS,N
ATI,ATI Inc. Common Stock,N, ,N,N,,ATI,ATI,N
ATII,Archimedes Tech SPAC Partners II Co. - Ordinary Shares,Q,G,N,N,N,,ATII,N
ATIIU,Archimedes Tech SPAC Partners II Co. - Unit,Q,G,N,N,N,,ATIIU,N
ATIIW,Archimedes Tech SPAC Partners II Co. - Warrant,Q,G,N,N,N,,ATIIW,N
ATKR,Atkore Inc. Common Stock,N, ,N,N,,ATKR,ATKR,N
ATLC,Atlanticus Holdings Corporation - Common Stock,Q,Q,N,N,N,,ATLC,N
ATLCL,Atlanticus Holdings Corporation - 6.125% Senior Notes due 2026,Q,G,N,N,N,,ATLCL,N
ATLCP,"Atlanticus Holdings Corporation - 7.625% Series B Cumulative Perpetual Preferred Stock, no par value per share",Q,Q,N,N,N,,ATLCP,N
ATLCZ,Atlanticus Holdings Corporation - 9.25% Senior Notes due 2029,Q,G,N,N,N,,ATLCZ,N
ATLN,Atlantic International Corp. - Common Stock,Q,G,N,N,E,,ATLN,N
ATLO,Ames National Corporation - Common Stock,Q,S,N,N,N,,ATLO,N
ATLX,Atlas Lithium Corporation - Common Stock,Q,S,N,N,N,,ATLX,N
ATMP,iPath Select MLP ETN,Z, ,N,N,,ATMP,ATMP,N
ATMU,Atmus Filtration Technologies Inc. Common Stock,N, ,N,N,,ATMU,ATMU,N
ATNI,"ATN International, Inc. - Common Stock",Q,Q,N,N,N,,ATNI,N
ATNM,"Actinium Pharmaceuticals, Inc. (Delaware) Common Stock",A, ,N,N,,ATNM,ATNM,N
ATO,Atmos Energy Corporation Common Stock,N, ,N,N,,ATO,ATO,N
ATOM,Atomera Incorporated - Common Stock,Q,S,N,N,N,,ATOM,N
ATOS,"Atossa Therapeutics, Inc. - Common Stock",Q,S,N,N,N,,ATOS,N
ATPC,Agape ATP Corporation - Common Stock,Q,S,N,N,N,,ATPC,N
